tableField,table_name,Object,Object Label,Object Plural,column_name,Field Name,Field Label,Type,Length,Decimal Places,Reference To,Relationship Name,Relationship Label,Required,External Id,Unique,Track Field History
TaxStatuses.CreateUserId,TaxStatuses,TaxStatus__c,Tax Status,Tax Statuses,CreateUserId,CreateUserId__c,Create User Id,Number,10,0,,,,,,,
TaxStatuses.DeductibilityLimitations,TaxStatuses,TaxStatus__c,Tax Status,Tax Statuses,DeductibilityLimitations,DeductibilityLimitations__c,Deductibility Limitations,Text,4000,,,,,,,,
TaxStatuses.Ein,TaxStatuses,TaxStatus__c,Tax Status,Tax Statuses,Ein,Ein__c,Ein,Text,255,,,,,,,,
TaxStatuses.FoundationCode,TaxStatuses,TaxStatus__c,Tax Status,Tax Statuses,FoundationCode,FoundationCode__c,Foundation Code,Text,255,,,,,,,,
TaxStatuses.GdCommonTaxStatusId,TaxStatuses,TaxStatus__c,Tax Status,Tax Statuses,GdCommonTaxStatusId,GdCommonTaxStatusId__c,Gd Common Tax Status Id,Number,10,0,,,,,,,
TaxStatuses.HasGroupExemption,TaxStatuses,TaxStatus__c,Tax Status,Tax Statuses,HasGroupExemption,HasGroupExemption__c,Has Group Exemption,Checkbox,,,,,,,,,
TaxStatuses.IrsSubsection,TaxStatuses,TaxStatus__c,Tax Status,Tax Statuses,IrsSubsection,IrsSubsection__c,Irs Subsection,Text,256,,,,,,,,
TaxStatuses.LastVerifiedDate,TaxStatuses,TaxStatus__c,Tax Status,Tax Statuses,LastVerifiedDate,LastVerifiedDate__c,Last Verified Date,<unknown>,,,,,,,,,
TaxStatuses.Location,TaxStatuses,TaxStatus__c,Tax Status,Tax Statuses,Location,Location__c,Location,Text,255,,,,,,,,
TaxStatuses.MostRecentBmf,TaxStatuses,TaxStatus__c,Tax Status,Tax Statuses,MostRecentBmf,MostRecentBmf__c,Most Recent Bmf,<unknown>,,,,,,,,,
TaxStatuses.MostRecentPub78,TaxStatuses,TaxStatus__c,Tax Status,Tax Statuses,MostRecentPub78,MostRecentPub78__c,Most Recent Pub78,<unknown>,,,,,,,,,
TaxStatuses.NonPrivateStatusReason,TaxStatuses,TaxStatus__c,Tax Status,Tax Statuses,NonPrivateStatusReason,NonPrivateStatusReason__c,Non Private Status Reason,Text,4000,,,,,,,,
TaxStatuses.OrganizationId,TaxStatuses,TaxStatus__c,Tax Status,Tax Statuses,OrganizationId,OrganizationId__c,Organization Id,Number,10,0,,,,,,,
TaxStatuses.OrganizationName,TaxStatuses,TaxStatus__c,Tax Status,Tax Statuses,OrganizationName,OrganizationName__c,Organization Name,Text,4000,,,,,,,,
TaxStatuses.Pub78Status,TaxStatuses,TaxStatus__c,Tax Status,Tax Statuses,Pub78Status,Pub78Status__c,Pub78Status,Number,10,0,,,,,,,
TaxStatuses.RulingDate,TaxStatuses,TaxStatus__c,Tax Status,Tax Statuses,RulingDate,RulingDate__c,Ruling Date,<unknown>,,,,,,,,,
TaxStatuses.State,TaxStatuses,TaxStatus__c,Tax Status,Tax Statuses,State,State__c,State,Text,255,,,,,,,,
TaxStatuses.Street,TaxStatuses,TaxStatus__c,Tax Status,Tax Statuses,Street,Street__c,Street,Text,255,,,,,,,,
TaxStatuses.TaxStatusId,TaxStatuses,TaxStatus__c,Tax Status,Tax Statuses,TaxStatusId,TaxStatusId__c,Tax Status Id,Number,10,0,,,,,,,
TaxStatuses.Zip,TaxStatuses,TaxStatus__c,Tax Status,Tax Statuses,Zip,Zip__c,Zip,Text,255,,,,,,,,
temp_EAF_FIP_Titles.FIP_Type,temp_EAF_FIP_Titles,temp_EAF_FIP_Title__c,temp_EAF_FIP_Title,temp_EAF_FIP_Titles,FIP_Type,FIP_Type__c,FIP_Type,Text,255,,,,,,,,
temp_EAF_FIP_Titles.New_Request_Title,temp_EAF_FIP_Titles,temp_EAF_FIP_Title__c,temp_EAF_FIP_Title,temp_EAF_FIP_Titles,New_Request_Title,New_Request_Title__c,New_Request_Title,Text,255,,,,,,,,
temp_EAF_FIP_Titles.SourceId,temp_EAF_FIP_Titles,temp_EAF_FIP_Title__c,temp_EAF_FIP_Title,temp_EAF_FIP_Titles,SourceId,SourceId__c,Source Id,Text,255,,,,,,,,
temp_EAFDocumentsList.column1,temp_EAFDocumentsList,temp_EAFDocumentsList__c,temp_EAFDocuments List,temp_EAFDocuments Lists,column1,column1__c,column1,Text,50,,,,,,,,
temp_EAFDocumentsList.column2,temp_EAFDocumentsList,temp_EAFDocumentsList__c,temp_EAFDocuments List,temp_EAFDocuments Lists,column2,column2__c,column2,Number,10,0,,,,,,,
temp_EAFDocumentsList.column3,temp_EAFDocumentsList,temp_EAFDocumentsList__c,temp_EAFDocuments List,temp_EAFDocuments Lists,column3,column3__c,column3,Text,150,,,,,,,,
temp_EF_FIP_Titles.FIP_Type,temp_EF_FIP_Titles,temp_EF_FIP_Title__c,temp_EF_FIP_Title,temp_EF_FIP_Titles,FIP_Type,FIP_Type__c,FIP_Type,Text,255,,,,,,,,
temp_EF_FIP_Titles.New_Request_Title,temp_EF_FIP_Titles,temp_EF_FIP_Title__c,temp_EF_FIP_Title,temp_EF_FIP_Titles,New_Request_Title,New_Request_Title__c,New_Request_Title,Text,255,,,,,,,,
temp_EF_FIP_Titles.SourceId,temp_EF_FIP_Titles,temp_EF_FIP_Title__c,temp_EF_FIP_Title,temp_EF_FIP_Titles,SourceId,SourceId__c,Source Id,Text,255,,,,,,,,
temp_EFDocumentsList.column1,temp_EFDocumentsList,temp_EFDocumentsList__c,temp_EFDocuments List,temp_EFDocuments Lists,column1,column1__c,column1,Text,50,,,,,,,,
temp_EFDocumentsList.column2,temp_EFDocumentsList,temp_EFDocumentsList__c,temp_EFDocuments List,temp_EFDocuments Lists,column2,column2__c,column2,Number,10,0,,,,,,,
temp_EFDocumentsList.column3,temp_EFDocumentsList,temp_EFDocumentsList__c,temp_EFDocuments List,temp_EFDocuments Lists,column3,column3__c,column3,Text,512,,,,,,,,
temp_PaymentStatusUpdate.SourceId,temp_PaymentStatusUpdate,temp_PaymentStatusUpdate__c,temp_Payment Status Update,temp_Payment Status Updates,SourceId,SourceId__c,Source Id,Text,255,,,,,,,,
temp_PaymentStatusUpdate.StatusId,temp_PaymentStatusUpdate,temp_PaymentStatusUpdate__c,temp_Payment Status Update,temp_Payment Status Updates,StatusId,StatusId__c,Status Id,<unknown>,,,,,,,,,
temp_SalesforceIds.OrgId,temp_SalesforceIds,temp_SalesforceId__c,temp_Salesforce Id,temp_Salesforce Ids,OrgId,OrgId__c,Org Id,Number,10,0,,,,,,,
temp_SalesforceIds.SId,temp_SalesforceIds,temp_SalesforceId__c,temp_Salesforce Id,temp_Salesforce Ids,SId,SId__c,SId,Text,150,,,,,,,,
TemplateFields.AttribTypeId,TemplateFields,TemplateField__c,Template Field,Template Fields,AttribTypeId,AttribTypeId__c,Attrib Type Id,Number,10,0,,,,,,,
TemplateFields.ChangeDate,TemplateFields,TemplateField__c,Template Field,Template Fields,ChangeDate,ChangeDate__c,Change Date,DateTime,,,,,,,,,
TemplateFields.Col,TemplateFields,TemplateField__c,Template Field,Template Fields,Col,Col__c,Col,Number,10,0,,,,,,,
TemplateFields.Content,TemplateFields,TemplateField__c,Template Field,Template Fields,Content,Content__c,Content,Text,255,,,,,,,,
TemplateFields.ContentType,TemplateFields,TemplateField__c,Template Field,Template Fields,ContentType,ContentType__c,Content Type,Number,10,0,,,,,,,
TemplateFields.CreateDate,TemplateFields,TemplateField__c,Template Field,Template Fields,CreateDate,CreateDate__c,Create Date,DateTime,,,,,,,,,
TemplateFields.CustomSearchId,TemplateFields,TemplateField__c,Template Field,Template Fields,CustomSearchId,CustomSearchId__c,Custom Search Id,Number,10,0,,,,,,,
TemplateFields.Dynamic,TemplateFields,TemplateField__c,Template Field,Template Fields,Dynamic,Dynamic__c,Dynamic,Checkbox,,,,,,,,,
TemplateFields.Editable,TemplateFields,TemplateField__c,Template Field,Template Fields,Editable,Editable__c,Editable,Checkbox,,,,,,,,,
TemplateFields.EditableField,TemplateFields,TemplateField__c,Template Field,Template Fields,EditableField,EditableField__c,Editable Field,<unknown>,,,,,,,,,
TemplateFields.FontSize,TemplateFields,TemplateField__c,Template Field,Template Fields,FontSize,FontSize__c,Font Size,<unknown>,,,,,,,,,
TemplateFields.HasRowBreak,TemplateFields,TemplateField__c,Template Field,Template Fields,HasRowBreak,HasRowBreak__c,Has Row Break,Checkbox,,,,,,,,,
TemplateFields.Height,TemplateFields,TemplateField__c,Template Field,Template Fields,Height,Height__c,Height,Number,10,0,,,,,,,
TemplateFields.Inactive,TemplateFields,TemplateField__c,Template Field,Template Fields,Inactive,Inactive__c,Inactive,Checkbox,,,,,,,,,
TemplateFields.Label,TemplateFields,TemplateField__c,Template Field,Template Fields,Label,Label__c,Label,Text,256,,,,,,,,
TemplateFields.MapToField,TemplateFields,TemplateField__c,Template Field,Template Fields,MapToField,MapToField__c,Map To Field,<unknown>,,,,,,,,,
TemplateFields.OrderNum,TemplateFields,TemplateField__c,Template Field,Template Fields,OrderNum,OrderNum__c,Order Num,Number,10,0,,,,,,,
TemplateFields.PageNumber,TemplateFields,TemplateField__c,Template Field,Template Fields,PageNumber,PageNumber__c,Page Number,Number,10,0,,,,,,,
TemplateFields.Row,TemplateFields,TemplateField__c,Template Field,Template Fields,Row,Row__c,Row,Number,10,0,,,,,,,
TemplateFields.SearchResultsEditable,TemplateFields,TemplateField__c,Template Field,Template Fields,SearchResultsEditable,SearchResultsEditable__c,Search Results Editable,Checkbox,,,,,,,,,
TemplateFields.TemplateFieldClass,TemplateFields,TemplateField__c,Template Field,Template Fields,TemplateFieldClass,TemplateFieldClass__c,Template Field Class,<unknown>,,,,,,,,,
TemplateFields.TemplateFieldId,TemplateFields,TemplateField__c,Template Field,Template Fields,TemplateFieldId,TemplateFieldId__c,Template Field Id,Number,10,0,,,,,,,
TemplateFields.TemplateId,TemplateFields,TemplateField__c,Template Field,Template Fields,TemplateId,TemplateId__c,Template Id,Number,10,0,,,,,,,
TemplateFields.Type,TemplateFields,TemplateField__c,Template Field,Template Fields,Type,Type__c,Type,Number,10,0,,,,,,,
TemplateFields.Width,TemplateFields,TemplateField__c,Template Field,Template Fields,Width,Width__c,Width,Number,10,0,,,,,,,
Templates.Category,Templates,Template__c,Template,Templates,Category,Category__c,Category,Text,255,,,,,,,,
Templates.ChangeDate,Templates,Template__c,Template,Templates,ChangeDate,ChangeDate__c,Change Date,DateTime,,,,,,,,,
Templates.ChangeUserId,Templates,Template__c,Template,Templates,ChangeUserId,ChangeUserId__c,Change User Id,Number,10,0,,,,,,,
Templates.CreateDate,Templates,Template__c,Template,Templates,CreateDate,CreateDate__c,Create Date,DateTime,,,,,,,,,
Templates.CreateUserId,Templates,Template__c,Template,Templates,CreateUserId,CreateUserId__c,Create User Id,Number,10,0,,,,,,,
Templates.FileName,Templates,Template__c,Template,Templates,FileName,FileName__c,File Name,Text,255,,,,,,,,
Templates.FileToken,Templates,Template__c,Template,Templates,FileToken,FileToken__c,File Token,Text,100,,,,,,,,
Templates.Inactive,Templates,Template__c,Template,Templates,Inactive,Inactive__c,Inactive,Checkbox,,,,,,,,,
Templates.Landscape,Templates,Template__c,Template,Templates,Landscape,Landscape__c,Landscape,Checkbox,,,,,,,,,
Templates.LastRunDate,Templates,Template__c,Template,Templates,LastRunDate,LastRunDate__c,Last Run Date,DateTime,,,,,,,,,
Templates.Notes,Templates,Template__c,Template,Templates,Notes,Notes__c,Notes,Text,255,,,,,,,,
Templates.ObjectType,Templates,Template__c,Template,Templates,ObjectType,ObjectType__c,Object Type,Number,10,0,,,,,,,
Templates.ScheduleDay,Templates,Template__c,Template,Templates,ScheduleDay,ScheduleDay__c,Schedule Day,Text,9,,,,,,,,
Templates.ScheduleLastRun,Templates,Template__c,Template,Templates,ScheduleLastRun,ScheduleLastRun__c,Schedule Last Run,DateTime,,,,,,,,,
Templates.ScheduleNextRun,Templates,Template__c,Template,Templates,ScheduleNextRun,ScheduleNextRun__c,Schedule Next Run,DateTime,,,,,,,,,
Templates.ScheduleTime,Templates,Template__c,Template,Templates,ScheduleTime,ScheduleTime__c,Schedule Time,Text,8,,,,,,,,
Templates.ScheduleType,Templates,Template__c,Template,Templates,ScheduleType,ScheduleType__c,Schedule Type,Text,10,,,,,,,,
Templates.TemplateClass,Templates,Template__c,Template,Templates,TemplateClass,TemplateClass__c,Template Class,<unknown>,,,,,,,,,
Templates.TemplateId,Templates,Template__c,Template,Templates,TemplateId,TemplateId__c,Template Id,Number,10,0,,,,,,,
Templates.Title,Templates,Template__c,Template,Templates,Title,Title__c,Title,Text,255,,,,,,,,
Templates.WriteUp,Templates,Template__c,Template,Templates,WriteUp,WriteUp__c,Write Up,Checkbox,,,,,,,,,
Timespans.Datepart,Timespans,Timespan__c,Timespan,Timespans,Datepart,Datepart__c,Datepart,<unknown>,,,,,,,,,
Timespans.Description,Timespans,Timespan__c,Timespan,Timespans,Description,Description__c,Description,Text,50,,,,,,,,
Timespans.EndValue,Timespans,Timespan__c,Timespan,Timespans,EndValue,EndValue__c,End Value,Number,10,0,,,,,,,
Timespans.StartValue,Timespans,Timespan__c,Timespan,Timespans,StartValue,StartValue__c,Start Value,Number,10,0,,,,,,,
Timespans.TimespanId,Timespans,Timespan__c,Timespan,Timespans,TimespanId,TimespanId__c,Timespan Id,Number,10,0,,,,,,,
Timespans.TimespanOrder,Timespans,Timespan__c,Timespan,Timespans,TimespanOrder,TimespanOrder__c,Timespan Order,Number,10,0,,,,,,,
Timespans.TimespanSetId,Timespans,Timespan__c,Timespan,Timespans,TimespanSetId,TimespanSetId__c,Timespan Set Id,Number,10,0,,,,,,,
TimeTriggerNotifications.CreateDate,TimeTriggerNotifications,TimeTriggerNotification__c,Time Trigger Notification,Time Trigger Notifications,CreateDate,CreateDate__c,Create Date,DateTime,,,,,,,,,
TimeTriggerNotifications.TimeTriggerNotificationId,TimeTriggerNotifications,TimeTriggerNotification__c,Time Trigger Notification,Time Trigger Notifications,TimeTriggerNotificationId,TimeTriggerNotificationId__c,Time Trigger Notification Id,Number,10,0,,,,,,,
TimeTriggerNotifications.TriggeredByKey,TimeTriggerNotifications,TimeTriggerNotification__c,Time Trigger Notification,Time Trigger Notifications,TriggeredByKey,TriggeredByKey__c,Triggered By Key,<unknown>,,,,,,,,,
TimeTriggerNotifications.TriggeredByName,TimeTriggerNotifications,TimeTriggerNotification__c,Time Trigger Notification,Time Trigger Notifications,TriggeredByName,TriggeredByName__c,Triggered By Name,Text,255,,,,,,,,
TimeTriggerNotifications.UserId,TimeTriggerNotifications,TimeTriggerNotification__c,Time Trigger Notification,Time Trigger Notifications,UserId,UserId__c,User Id,Number,10,0,,,,,,,
Tooltips.ClientText,Tooltips,Tooltip__c,Tooltip,Tooltips,ClientText,ClientText__c,Client Text,<unknown>,,,,,,,,,
Tooltips.Description,Tooltips,Tooltip__c,Tooltip,Tooltips,Description,Description__c,Description,Text,250,,,,,,,,
Tooltips.PlatformText,Tooltips,Tooltip__c,Tooltip,Tooltips,PlatformText,PlatformText__c,Platform Text,<unknown>,,,,,,,,,
Tooltips.Title,Tooltips,Tooltip__c,Tooltip,Tooltips,Title,Title__c,Title,Text,100,,,,,,,,
Tooltips.TooltipId,Tooltips,Tooltip__c,Tooltip,Tooltips,TooltipId,TooltipId__c,Tooltip Id,Number,10,0,,,,,,,
Tooltips.TooltipKey,Tooltips,Tooltip__c,Tooltip,Tooltips,TooltipKey,TooltipKey__c,Tooltip Key,<unknown>,,,,,,,,,
TransactionTypes.AdditionalFieldSet,TransactionTypes,TransactionType__c,Transaction Type,Transaction Types,AdditionalFieldSet,AdditionalFieldSet__c,Additional Field Set,Number,10,0,,,,,,,
TransactionTypes.ChangeDate,TransactionTypes,TransactionType__c,Transaction Type,Transaction Types,ChangeDate,ChangeDate__c,Change Date,DateTime,,,,,,,,,
TransactionTypes.CreateDate,TransactionTypes,TransactionType__c,Transaction Type,Transaction Types,CreateDate,CreateDate__c,Create Date,DateTime,,,,,,,,,
TransactionTypes.Deletable,TransactionTypes,TransactionType__c,Transaction Type,Transaction Types,Deletable,Deletable__c,Deletable,Checkbox,,,,,,,,,
TransactionTypes.ExcludeFromOrgLists,TransactionTypes,TransactionType__c,Transaction Type,Transaction Types,ExcludeFromOrgLists,ExcludeFromOrgLists__c,Exclude From Org Lists,Checkbox,,,,,,,,,
TransactionTypes.Inactive,TransactionTypes,TransactionType__c,Transaction Type,Transaction Types,Inactive,Inactive__c,Inactive,Checkbox,,,,,,,,,
TransactionTypes.IsDefault,TransactionTypes,TransactionType__c,Transaction Type,Transaction Types,IsDefault,IsDefault__c,Is Default,Checkbox,,,,,,,,,
TransactionTypes.Name,TransactionTypes,TransactionType__c,Transaction Type,Transaction Types,Name,Name__c,Name,Text,256,,,,,,,,
TransactionTypes.OrderNum,TransactionTypes,TransactionType__c,Transaction Type,Transaction Types,OrderNum,OrderNum__c,Order Num,Number,10,0,,,,,,,
TransactionTypes.SourceId,TransactionTypes,TransactionType__c,Transaction Type,Transaction Types,SourceId,SourceId__c,Source Id,Number,10,0,,,,,,,
TransactionTypes.SourceTypeId,TransactionTypes,TransactionType__c,Transaction Type,Transaction Types,SourceTypeId,SourceTypeId__c,Source Type Id,Number,10,0,,,,,,,
TransactionTypes.TypeId,TransactionTypes,TransactionType__c,Transaction Type,Transaction Types,TypeId,TypeId__c,Type Id,Number,10,0,,,,,,,
UserHasAddress.AddressId,UserHasAddress,UserHasAddress__c,User Has Address,User Has Addresses,AddressId,AddressId__c,Address Id,Number,10,0,,,,,,,
UserHasAddress.AddressType,UserHasAddress,UserHasAddress__c,User Has Address,User Has Addresses,AddressType,AddressType__c,Address Type,Text,20,,,,,,,,
UserHasAddress.ChangeDate,UserHasAddress,UserHasAddress__c,User Has Address,User Has Addresses,ChangeDate,ChangeDate__c,Change Date,DateTime,,,,,,,,,
UserHasAddress.CreateDate,UserHasAddress,UserHasAddress__c,User Has Address,User Has Addresses,CreateDate,CreateDate__c,Create Date,DateTime,,,,,,,,,
UserHasAddress.Primary,UserHasAddress,UserHasAddress__c,User Has Address,User Has Addresses,Primary,Primary__c,Primary,Checkbox,,,,,,,,,
UserHasAddress.UserHasAddressId,UserHasAddress,UserHasAddress__c,User Has Address,User Has Addresses,UserHasAddressId,UserHasAddressId__c,User Has Address Id,Number,10,0,,,,,,,
UserHasAddress.UserId,UserHasAddress,UserHasAddress__c,User Has Address,User Has Addresses,UserId,UserId__c,User Id,Number,10,0,,,,,,,
UserLogins.AdditionalInfo,UserLogins,UserLogin__c,User Login,User Logins,AdditionalInfo,AdditionalInfo__c,Additional Info,Text,255,,,,,,,,
UserLogins.IpAddress,UserLogins,UserLogin__c,User Login,User Logins,IpAddress,IpAddress__c,Ip Address,Text,20,,,,,,,,
UserLogins.LoginDate,UserLogins,UserLogin__c,User Login,User Logins,LoginDate,LoginDate__c,Login Date,DateTime,,,,,,,,,
UserLogins.LoginType,UserLogins,UserLogin__c,User Login,User Logins,LoginType,LoginType__c,Login Type,Text,20,,,,,,,,
UserLogins.UserAgent,UserLogins,UserLogin__c,User Login,User Logins,UserAgent,UserAgent__c,User Agent,Text,1000,,,,,,,,
UserLogins.UserId,UserLogins,UserLogin__c,User Login,User Logins,UserId,UserId__c,User Id,Number,10,0,,,,,,,
UserLogins.UserLoginId,UserLogins,UserLogin__c,User Login,User Logins,UserLoginId,UserLoginId__c,User Login Id,Number,10,0,,,,,,,
UserNotificationPreferences.Email,UserNotificationPreferences,UserNotificationPreference__c,User Notification Preference,User Notification Preferences,Email,Email__c,Email,Checkbox,,,,,,,,,
UserNotificationPreferences.EmailNonDependentTasksOnly,UserNotificationPreferences,UserNotificationPreference__c,User Notification Preference,User Notification Preferences,EmailNonDependentTasksOnly,EmailNonDependentTasksOnly__c,Email Non Dependent Tasks Only,Checkbox,,,,,,,,,
UserNotificationPreferences.NotificationType,UserNotificationPreferences,UserNotificationPreference__c,User Notification Preference,User Notification Preferences,NotificationType,NotificationType__c,Notification Type,<unknown>,,,,,,,,,
UserNotificationPreferences.Notify,UserNotificationPreferences,UserNotificationPreference__c,User Notification Preference,User Notification Preferences,Notify,Notify__c,Notify,Checkbox,,,,,,,,,
UserNotificationPreferences.NotifyNonDependentTasksOnly,UserNotificationPreferences,UserNotificationPreference__c,User Notification Preference,User Notification Preferences,NotifyNonDependentTasksOnly,NotifyNonDependentTasksOnly__c,Notify Non Dependent Tasks Only,Checkbox,,,,,,,,,
UserNotificationPreferences.UserId,UserNotificationPreferences,UserNotificationPreference__c,User Notification Preference,User Notification Preferences,UserId,UserId__c,User Id,Number,10,0,,,,,,,
UserNotificationPreferences.UserNotificationPreferenceId,UserNotificationPreferences,UserNotificationPreference__c,User Notification Preference,User Notification Preferences,UserNotificationPreferenceId,UserNotificationPreferenceId__c,User Notification Preference Id,Number,10,0,,,,,,,
Users.ApplicantOrganizationId,Users,User__c,User,Users,ApplicantOrganizationId,ApplicantOrganizationId__c,Applicant Organization Id,Number,10,0,,,,,,,
Users.AvatarImageId,Users,User__c,User,Users,AvatarImageId,AvatarImageId__c,Avatar Image Id,Number,10,0,,,,,,,
Users.ChangeDate,Users,User__c,User,Users,ChangeDate,ChangeDate__c,Change Date,DateTime,,,,,,,,,
Users.CreateDate,Users,User__c,User,Users,CreateDate,CreateDate__c,Create Date,DateTime,,,,,,,,,
Users.CriteriaDefaults,Users,User__c,User,Users,CriteriaDefaults,CriteriaDefaults__c,Criteria Defaults,Text,255,,,,,,,,
Users.Department,Users,User__c,User,Users,Department,Department__c,Department,Text,100,,,,,,,,
Users.Email,Users,User__c,User,Users,Email,Email__c,Email,Text,75,,,,,,,,
Users.FirstName,Users,User__c,User,Users,FirstName,FirstName__c,First Name,Text,100,,,,,,,,
Users.FullName,Users,User__c,User,Users,FullName,FullName__c,Full Name,Text,4000,,,,,,,,
Users.HasAlert,Users,User__c,User,Users,HasAlert,HasAlert__c,Has Alert,Checkbox,,,,,,,,,
Users.Inactive,Users,User__c,User,Users,Inactive,Inactive__c,Inactive,Checkbox,,,,,,,,,
Users.IsContact,Users,User__c,User,Users,IsContact,IsContact__c,Is Contact,Number,10,0,,,,,,,
